symbol,name,industry,supersector,sector,subsector,listingDate,issueShare,listedValue,marketCap
"TVG","Transport Investment And Construction Consultant Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","25/01/2010 00:00:00","2029589.0","0","35923725300.0"
"TVH","Construction Consultation Joint Stock Company For Maritime Building","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","17/01/2019 00:00:00","4004000.0","0","81681600000.0"
"TVM","Vinacomin Industry Investment Consulting Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Support Services","15/12/2015 00:00:00","2400000.0","0","24000000000.0"
"TVN","Viet Nam Steel Corporation","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","18/01/2016 00:00:00","678000000.0","3661200000000.00","3716796000000.0"
"TVP","TV.Pharm Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","17/08/2017 00:00:00","29493529.0","687199225700.00","687195637500.0"
"TVS","Thien Viet Securities Joint-Stock Company","Financials","Financial Services","Financial Services","Investment Services","15/01/2015 00:00:00","107075184.0","2457375472800.00","2505570472800.0"
"TVT","Viet Thang Corporation - JSC","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","17/07/2017 00:00:00","21000000.0","479850000000.00","479850000000.0"
"TVW","TraVinh Water Supply & Drainage Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","11/12/2017 00:00:00","14597860.0","138679670000.00","138679670000.0"
"TW3","Central Pharmaceutical Joint Stock Company No.3","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","18/10/2016 00:00:00","1750000.0","0","21963540000.0"
"TXM","VICEM Gypsum and Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","11/12/2006 00:00:00","7000000.0","23100000000.00","23100000000.0"
"TYA","Taya (VIET NAM) Electric Wire and Cable Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","15/02/2006 00:00:00","6134773.0","76071185200.00","380439216800.0"
"UCT","CanTho Urban Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","15/11/2016 00:00:00","5344345.0","0","56115622500.0"
"UDC","Urban Development Construction Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","05/07/2010 00:00:00","35000000.0","163100000000.00","161729960000.0"
"UDJ","Becamex Urban Development Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","22/12/2009 00:00:00","16500000.0","179850000000.00","179041500000.0"
"UDL","Dak Lak Urban and Enviroment Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","09/01/2020 00:00:00","6620000.0","0","102610000000.0"
"UEM","Vinacomin - Uong Bi Electric Mechanical Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","24/09/2015 00:00:00","2438100.0","0","78019200000.0"
"UIC","Idico Urban and House Development Joint stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","12/11/2007 00:00:00","8000000.0","288000000000.00","288000000000.0"
"UMC","Nam Dinh Urband Construction Management Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","28/08/2017 00:00:00","1841617.0","0","17863684900.0"
"UNI","Sao Mai Viet Investment and Development Joint Stock Company","Technology","Technology","Software & Computer Services","Computer Services","30/05/2006 00:00:00","15617632.0","138996924800.00","138996924800.0"
"UPC","Vung Tau Urban and Parks Development Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Multiutilities","21/04/2017 00:00:00","3400000.0","0","52020000000.0"
"UPH","No 25 Central Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","29/12/2016 00:00:00","13294641.0","0","154217835600.0"
"USC","Union of Survey And Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","06/02/2017 00:00:00","5500000.0","0","55000000000.0"
"USD","Soc Trang Public Works Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","30/01/2019 00:00:00","5600000.0","71120000000.00","71120000000.0"
"V11","Vietnam Construction Joint Stock Company No11","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","16/01/2012 00:00:00","8399889.0","5879922300.00","5048333289.0"
"V12","Viet Nam Construction Joint Stock Company No 12","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","05/01/2010 00:00:00","5818000.0","0","80870200000.0"
"V15","Vinaconex 15 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","17/12/2009 00:00:00","10000000.0","7000000000.00","6120000000.0"
"V21","Vinaconex 21 Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","21/04/2010 00:00:00","11999789.0","38399324800.00","38399324800.0"
"VAB","Vietnam-Asia Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","20/07/2021 00:00:00","539960043.0","4049700322500.00","4058879643231.0"
"VAF","Van Dien Fused Magnesium Phosphate Fertilizer Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","23/06/2015 00:00:00","37665348.0","0","414318828000.0"
"VAT","Van Xuan VT Joint Stock Company","Technology","Technology","Technology Hardware & Equipment","Telecommunications Equipment","15/12/2010 00:00:00","4612953.0","3690362400.00","3635962400.0"
"VAV","VIWACO Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","26/07/2017 00:00:00","32000000.0","729600000000.00","729600000000.0"
"VBB","Vietnam Thuong Tin Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","30/07/2019 00:00:00","477682669.0","4967899757600.00","4972198901621.0"
"VBC","Vinh Plastic and Bags Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","17/03/2010 00:00:00","7499972.0","0","179999040000.0"
"VBG","Vinacomin - Viet Bac Geology Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","24/03/2017 00:00:00","8600000.0","0","49020000000.0"
"VBH","Viettronics Binh Hoa Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","29/12/2006 00:00:00","2900000.0","0","39730000000.0"
"VC1","Construction Joint Stock Company No 1","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","14/05/2009 00:00:00","12000000.0","99600000000.00","99600000000.0"
"VC2","VINA2 Investment and Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","11/12/2006 00:00:00","47199410.0","372875339000.00","372875339000.0"
"VC3","Nam MeKong Group Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Services","13/12/2007 00:00:00","100217588.0","2866223016800.00","2866223016800.0"
"VC5","Construction Joint Stock Company - Number 5","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","16/01/2008 00:00:00","5000000.0","4500000000.00","4500000000.0"
"VC6","Visicons Construction and Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","28/01/2008 00:00:00","8799882.0","70399056000.00","70399056000.0"
"VC7","BGI Group Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","28/12/2007 00:00:00","48045592.0","355537380800.00","355535057200.0"
"VC9","VC9 - No 9 Construction Joint Stock Company ","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","05/11/2009 00:00:00","12000000.0","67200000000.00","65493120000.0"
"VCA","VNSTEEL - VICASA Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","21/02/2011 00:00:00","15187322.0","157948148800.00","157948148800.0"
"VCB","Joint Stock Commercial Bank For Foreign Trade Of Vietnam","Banks","Banks","Banks","Banks","30/06/2009 00:00:00","4732516571.0","440124041103000.00","440124041103000.0"
"VCC","Vinaconex 25 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","05/02/2009 00:00:00","12000000.0","172800000000.00","172800000000.0"
"VCE","Construction Environment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","29/12/2016 00:00:00","5000000.0","0","40000000000.0"
"VCF","Vinacafe Bien Hoa Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","28/01/2011 00:00:00","26579135.0","6987654591500.00","6987654591500.0"
"VCG","Vietnam Construction And Import - Export Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","05/09/2008 00:00:00","485879878.0","10130595456300.00","10130595456300.0"
"VCI","Viet Capital Securities Joint Stock Company","Financials","Financial Services","Financial Services","Investment Services","07/07/2017 00:00:00","435499901.0","11736722331950.00","11736722331950.0"
"VCM","Vinaconex Trading And Manpower Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Training & Employment Agencies","11/05/2010 00:00:00","3000000.0","0","64200000000.0"
"VCP","VCP Power & Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","16/12/2016 00:00:00","83789658.0","0","2119878347400.0"
"VCR","Vinaconex Investment and Tourism Development Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","10/05/2010 00:00:00","210000000.0","4935000000000.00","4935840000000.0"
"VCS","VICOSTONE Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","17/12/2007 00:00:00","160000000.0","8144000000000.00","8144000000000.0"
"VCT","Vinaconex's Construction Consultant Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Support Services","15/07/2010 00:00:00","1100000.0","0","17600000000.0"
"VCW","Song Da Water Investment Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","23/11/2016 00:00:00","75000000.0","0","3375000000000.0"
"VCX","Yen Binh Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","01/04/2014 00:00:00","26530000.0","0","114079000000.0"
"VDB","Dong Bac Transport and Processing of Coal Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","22/11/2018 00:00:00","8678238.0","0","7810414200.0"
"VDL","Lam Dong Foodstuffs Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Distillers & Vintners","27/11/2007 00:00:00","14657150.0","260897270000.00","260897270000.0"
"VDN","Vinatex Da Nang Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","15/07/2010 00:00:00","2993910.0","0","34438030000.0"
"VDP","VIDIPHA Central Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","15/08/2017 00:00:00","16831904.0","673276160000.00","673276160000.0"
"VDS","Viet Dragon Securities Corporation","Financials","Financial Services","Financial Services","Investment Services","25/05/2010 00:00:00","210000000.0","1570800000000.00","1570800000000.0"
"VDT","Binh Tay Steel Netting Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","01/03/2011 00:00:00","1965440.0","0","62500992000.0"
"VE1","VNECO 1 Electricity Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","04/09/2008 00:00:00","6000000.0","0","17793840000.0"
"VE2","VNECO 2 Electricity Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","26/07/2010 00:00:00","2158880.0","14032720000.00","13637520000.0"
"VE3","VNECO 3 Electricity Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","30/06/2010 00:00:00","1319710.0","11745419000.00","11745419000.0"
"VE4","VNECO4 Electricity Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","16/10/2012 00:00:00","1028000.0","0","93856400000.0"
"VE8","Vneco 8 Electricity Construction Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","27/08/2012 00:00:00","1800000.0","0","9540000000.0"
